symboling,normalized-losses,fuel-type,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,peak-rpm,city-mpg,highway-mpg,aspiration=std,aspiration=turbo,"horsepower=horsepower (116, 288]","horsepower=horsepower (70, 95]","horsepower=horsepower (95, 116]","horsepower=horsepower [48, 70]","price=(10295, 16500]","price=(16500, 45400]","price=(7788, 10295]","price=[5118, 7788]"
1,115.0,1,1,2,2,0,98.4,175.7,72.3,50.5,3366,1,0,203,5,3.94,3.11,10.0,5750.0,17,28,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,115.0,1,0,4,1,0,96.1,181.5,66.5,55.2,2579,3,2,132,5,3.46,3.9,8.7,5200.0,23,31,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2,115.0,1,1,2,1,0,96.1,176.8,66.6,50.5,2460,3,2,132,5,3.46,3.9,8.7,5200.0,23,31,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3,150.0,1,1,2,1,0,99.1,186.6,66.5,56.1,2658,3,2,121,5,3.54,3.07,9.31,5250.0,21,28,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2,104.0,1,0,3,1,0,99.1,186.6,66.5,56.1,2695,3,2,121,5,3.54,3.07,9.3,5250.0,21,28,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3,150.0,1,1,2,1,0,99.1,186.6,66.5,56.1,2707,3,2,121,5,2.54,2.07,9.3,5250.0,21,28,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2,104.0,1,0,3,1,0,99.1,186.6,66.5,56.1,2758,3,2,121,5,3.54,3.07,9.3,5250.0,21,28,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3,150.0,1,1,2,1,0,99.1,186.6,66.5,56.1,2808,0,2,121,5,3.54,3.07,9.0,5500.0,19,26,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,104.0,1,0,3,1,0,99.1,186.6,66.5,56.1,2847,0,2,121,5,3.54,3.07,9.0,5500.0,19,26,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,83.0,1,1,2,1,0,93.7,156.9,63.4,53.7,2050,4,2,97,1,3.62,2.36,9.0,4900.0,31,36,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2,83.0,1,1,2,1,0,93.7,157.9,63.6,53.7,2120,4,2,108,1,3.62,2.64,8.7,4400.0,26,31,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2,83.0,1,1,2,0,0,93.3,157.3,63.8,55.7,2240,4,2,108,1,3.62,2.64,8.7,4400.0,26,31,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,102.0,1,0,3,1,0,97.2,172.0,65.4,52.5,2145,4,2,108,1,3.62,2.64,9.5,4800.0,32,37,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,102.0,1,0,3,1,0,97.2,172.0,65.4,52.5,2190,4,2,108,1,3.62,2.64,9.5,4400.0,28,33,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,102.0,1,0,3,1,0,97.2,172.0,65.4,52.5,2340,4,2,108,5,3.62,2.64,9.0,5200.0,26,32,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,102.0,1,0,3,0,0,97.0,172.0,65.4,54.3,2385,4,2,108,1,3.62,2.64,9.0,4800.0,24,25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,102.0,1,0,3,0,0,97.0,172.0,65.4,54.3,2510,4,2,108,5,3.62,2.64,7.7,4800.0,24,29,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,89.0,1,0,4,1,0,97.0,173.5,65.4,53.0,2290,4,2,108,1,3.62,2.64,9.0,4800.0,28,32,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,89.0,1,0,4,1,0,97.0,173.5,65.4,53.0,2455,4,2,108,5,3.62,2.64,9.0,5200.0,25,31,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,85.0,1,0,4,0,0,96.9,173.6,65.4,54.9,2420,4,2,108,1,3.62,2.64,9.0,4800.0,23,29,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,85.0,1,0,4,0,0,96.9,173.6,65.4,54.9,2650,4,2,108,5,3.62,2.64,7.7,4800.0,23,23,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,87.0,1,1,2,1,0,95.7,158.7,63.6,54.5,1985,3,2,92,1,3.05,3.03,9.0,4800.0,35,39,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,87.0,1,1,2,1,0,95.7,158.7,63.6,54.5,2040,3,2,92,1,3.05,3.03,9.0,4800.0,31,38,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,74.0,1,0,2,1,0,95.7,158.7,63.6,54.5,2015,3,2,92,1,3.05,3.03,9.0,4800.0,31,38,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,77.0,1,0,4,1,0,95.7,169.7,63.6,59.1,2280,3,2,92,1,3.05,3.03,9.0,4800.0,31,37,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,81.0,1,0,4,0,0,95.7,169.7,63.6,59.1,2290,3,2,92,1,3.05,3.03,9.0,4800.0,27,32,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,91.0,1,0,4,0,0,95.7,169.7,63.6,59.1,3110,3,2,92,1,3.05,3.03,9.0,4800.0,27,32,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,91.0,1,0,3,1,0,95.7,166.3,64.4,53.0,2081,3,2,98,1,3.19,3.03,9.0,4800.0,30,37,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,91.0,1,0,2,1,0,95.7,166.3,64.4,52.8,2109,3,2,98,1,3.19,3.03,9.0,4800.0,30,37,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,91.0,0,0,3,1,0,95.7,166.3,64.4,53.0,2275,3,2,110,3,3.27,3.35,22.5,4500.0,34,36,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,91.0,0,0,2,1,0,95.7,166.3,64.4,52.8,2275,3,2,110,3,3.27,3.35,22.5,4500.0,38,47,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,91.0,1,0,3,1,0,95.7,166.3,64.4,53.0,2094,3,2,98,1,3.19,3.03,9.0,4800.0,38,47,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,91.0,1,0,2,1,0,95.7,166.3,64.4,52.8,2122,3,2,98,1,3.19,3.03,9.0,4800.0,28,34,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,91.0,1,0,3,1,0,95.7,166.3,64.4,52.8,2140,3,2,98,1,3.19,3.03,9.0,4800.0,28,34,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,168.0,1,1,3,2,0,94.5,168.7,64.0,52.6,2169,3,2,98,1,3.19,3.03,9.0,4800.0,29,34,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,168.0,1,1,2,2,0,94.5,168.7,64.0,52.6,2204,3,2,98,1,3.19,3.03,9.0,4800.0,29,34,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,168.0,1,1,3,2,0,94.5,168.7,64.0,52.6,2265,0,2,98,5,3.24,3.08,9.4,6600.0,26,29,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,168.0,1,1,2,2,0,94.5,168.7,64.0,52.6,2300,0,2,98,5,3.24,3.08,9.4,6600.0,26,29,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2,134.0,1,1,1,2,0,98.4,176.2,65.6,52.0,2540,3,2,146,5,3.62,3.5,9.3,4800.0,24,30,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2,134.0,1,1,1,2,0,98.4,176.2,65.6,52.0,2536,3,2,146,5,3.62,3.5,9.3,4800.0,24,30,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2,134.0,1,1,2,2,0,98.4,176.2,65.6,52.0,2551,3,2,146,5,3.62,3.5,9.3,4800.0,24,30,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2,134.0,1,1,1,2,0,98.4,176.2,65.6,52.0,2679,3,2,146,5,3.62,3.5,9.3,4800.0,24,30,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2,134.0,1,1,2,2,0,98.4,176.2,65.6,52.0,2714,3,2,146,5,3.62,3.5,9.3,4800.0,24,30,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2,134.0,1,1,0,2,0,98.4,176.2,65.6,53.0,2975,3,2,146,5,3.62,3.5,9.3,4800.0,24,30,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1,65.0,1,0,3,1,0,102.4,175.6,66.5,54.9,2326,3,2,122,5,3.31,3.54,8.7,4200.0,29,34,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-1,65.0,0,0,3,1,0,102.4,175.6,66.5,54.9,2480,3,2,110,3,3.27,3.35,22.5,4500.0,30,33,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-1,65.0,1,0,2,1,0,102.4,175.6,66.5,53.9,2414,3,2,122,5,3.31,3.54,8.7,4200.0,27,32,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-1,65.0,1,0,3,1,0,102.4,175.6,66.5,54.9,2414,3,2,122,5,3.31,3.54,8.7,4200.0,27,32,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-1,65.0,1,0,2,1,0,102.4,175.6,66.5,53.9,2458,3,2,122,5,3.31,3.54,8.7,4200.0,27,32,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3,197.0,1,1,2,2,0,102.9,183.5,67.7,52.0,2976,0,3,171,5,3.27,3.35,9.3,5200.0,20,24,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,197.0,1,1,2,2,0,102.9,183.5,67.7,52.0,3016,0,3,171,5,3.27,3.35,9.3,5200.0,19,24,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1,90.0,1,0,3,2,0,104.5,187.8,66.5,54.1,3131,0,3,171,5,3.27,3.35,9.2,5200.0,20,24,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1,115.0,1,0,4,2,0,104.5,187.8,66.5,54.1,3151,0,3,161,5,3.27,3.35,9.2,5200.0,19,24,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,122.0,0,1,3,1,0,97.3,171.7,65.5,55.7,2261,3,2,97,3,3.01,3.4,23.0,4800.0,37,46,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2,122.0,1,1,3,1,0,97.3,171.7,65.5,55.7,2209,3,2,109,5,3.19,3.4,9.0,5250.0,27,34,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2,94.0,0,0,3,1,0,97.3,171.7,65.5,55.7,2264,3,2,97,3,3.01,3.4,23.0,4800.0,37,46,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2,94.0,1,0,3,1,0,97.3,171.7,65.5,55.7,2212,3,2,109,5,3.19,3.4,9.0,5250.0,27,34,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2,94.0,1,0,3,1,0,97.3,171.7,65.5,55.7,2275,3,2,109,5,3.19,3.4,9.0,5250.0,27,34,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2,94.0,0,0,3,1,0,97.3,171.7,65.5,55.7,2319,3,2,97,3,3.01,3.4,23.0,4500.0,37,42,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2,94.0,1,0,3,1,0,97.3,171.7,65.5,55.7,2300,3,2,109,5,3.19,3.4,10.0,5500.0,26,32,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3,115.0,1,1,0,1,0,94.5,159.3,64.2,55.6,2254,3,2,109,5,3.19,3.4,8.5,5500.0,24,29,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3,256.0,1,1,2,1,0,94.5,165.7,64.0,51.4,2221,3,2,109,5,3.19,3.4,8.5,5500.0,24,29,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,115.0,1,0,3,1,0,100.4,180.2,66.9,55.1,2661,3,1,136,5,3.19,3.4,8.5,5500.0,19,24,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,115.0,0,0,3,1,0,100.4,180.2,66.9,55.1,2579,3,2,97,3,3.01,3.4,23.0,4500.0,33,38,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,115.0,1,0,4,1,0,100.4,183.1,66.9,55.1,2563,3,2,109,5,3.19,3.4,9.0,5500.0,25,31,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-2,103.0,1,0,3,2,0,104.3,188.8,67.2,56.2,2912,3,2,141,5,3.78,3.15,9.5,5400.0,23,28,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-1,74.0,1,0,4,2,0,104.3,188.8,67.2,57.5,3034,3,2,141,5,3.78,3.15,9.5,5400.0,23,28,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-2,103.0,1,0,3,2,0,104.3,188.8,67.2,56.2,2935,3,2,141,5,3.78,3.15,9.5,5400.0,24,28,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-1,74.0,1,0,4,2,0,104.3,188.8,67.2,57.5,3042,3,2,141,5,3.78,3.15,9.5,5400.0,24,28,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-2,103.0,1,0,3,2,0,104.3,188.8,67.2,56.2,3045,3,2,130,5,3.62,3.15,7.5,5100.0,17,22,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1,74.0,1,0,4,2,0,104.3,188.8,67.2,57.5,3157,3,2,130,5,3.62,3.15,7.5,5100.0,17,22,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1,95.0,1,0,3,2,0,109.1,188.8,68.9,55.5,2952,3,2,141,5,3.78,3.15,9.5,5400.0,23,28,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1,95.0,1,0,3,2,0,109.1,188.8,68.8,55.5,3049,3,2,141,5,3.78,3.15,8.7,5300.0,19,25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1,95.0,1,0,3,2,0,109.1,188.8,68.9,55.5,3012,5,3,173,5,3.58,2.87,8.8,5500.0,18,23,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1,95.0,0,0,3,2,0,109.1,188.8,68.9,55.5,3217,3,3,145,3,3.01,3.4,23.0,4800.0,26,27,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1,95.0,1,0,3,2,0,109.1,188.8,68.9,55.5,3062,3,2,141,5,3.78,3.15,9.5,5400.0,19,25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
